epoch,accuracy,dice_binary,loss,val_accuracy,val_dice_binary,val_loss
0,0.9722588658332825,0.9590848088264465,0.0749877318739891,0.9353263974189758,0.9119552969932556,0.20890633761882782
1,0.9727401733398438,0.9558504819869995,0.07354365289211273,0.9395302534103394,0.9189751744270325,0.22047652304172516
2,0.9738653898239136,0.9607312083244324,0.07097805291414261,0.9487427473068237,0.9336805939674377,0.17242099344730377
3,0.972087025642395,0.9549229145050049,0.0754818245768547,0.9270296692848206,0.9024184942245483,0.2703394591808319
4,0.9725945591926575,0.9595924019813538,0.07444335520267487,0.9436043500900269,0.9262537360191345,0.1889411360025406
5,0.9723991751670837,0.9559611678123474,0.07411305606365204,0.9331847429275513,0.9100926518440247,0.22744357585906982
6,0.9734256267547607,0.9606679677963257,0.07163683325052261,0.9469167590141296,0.9330728054046631,0.18584711849689484
7,0.9734370112419128,0.9574724435806274,0.07203307002782822,0.9211903810501099,0.8940864205360413,0.27681928873062134
8,0.9733600616455078,0.9612695574760437,0.07175123691558838,0.9474673271179199,0.9324311017990112,0.174442321062088
9,0.9760155081748962,0.9615290760993958,0.06586357951164246,0.9418026804924011,0.9218440651893616,0.2073565423488617
